                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     91,                0.59147,                0.29145,                 1.0035,                0.99235,                0.96129,                0.98428,                0.89786,                0.49699,                0.24203,                0.94374,                0.00109,                0.00109,                0.00109
                     92,                0.57735,                0.28352,                0.99476,                0.99278,                 0.9612,                0.98428,                 0.8982,                0.49611,                0.24123,                0.94301,               0.000991,               0.000991,               0.000991
                     93,                0.57508,                0.28259,                0.99307,                0.99265,                0.96126,                0.98424,                 0.8984,                 0.4949,                 0.2409,                0.94222,               0.000892,               0.000892,               0.000892
                     94,                0.56305,                0.27733,                0.98594,                0.99265,                0.96096,                0.98414,                 0.8986,                0.49395,                0.24041,                 0.9413,               0.000793,               0.000793,               0.000793
                     95,                0.56588,                0.27925,                0.99095,                 0.9928,                0.96095,                0.98406,                0.89905,                0.49306,                0.24026,                0.94055,               0.000694,               0.000694,               0.000694
                     96,                0.56356,                0.27616,                0.98472,                0.99277,                0.96107,                  0.984,                0.89907,                 0.4921,                0.23988,                0.93985,               0.000595,               0.000595,               0.000595
                     97,                0.56078,                0.27586,                0.98721,                0.99287,                0.96105,                0.98404,                0.89959,                0.49104,                0.23974,                0.93931,               0.000496,               0.000496,               0.000496
                     98,                 0.5502,                0.26855,                0.97813,                0.99283,                0.96109,                0.98391,                0.90003,                0.49038,                0.23969,                0.93893,               0.000397,               0.000397,               0.000397
                     99,                0.55408,                0.27059,                0.98427,                0.99292,                0.96108,                0.98409,                0.90048,                0.48977,                0.23936,                0.93843,               0.000298,               0.000298,               0.000298
                    100,                0.54991,                0.26835,                0.97767,                0.99292,                0.96105,                0.98389,                0.90063,                0.48921,                0.23919,                0.93818,               0.000199,               0.000199,               0.000199
