                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                 0.7495,                0.40654,                0.95615,                0.88862,                0.84698,                0.89282,                0.58893,                0.87761,                0.40684,                0.96662,              0.0069904,              0.0069904,              0.0069904
                    154,                0.74934,                0.40466,                0.95106,                0.88892,                0.84831,                0.89242,                0.58735,                0.87701,                0.40782,                0.96671,              0.0069706,              0.0069706,              0.0069706
                    155,                0.75084,                0.42461,                0.95425,                  0.889,                0.84942,                 0.8916,                0.58791,                0.87676,                0.40762,                0.96642,              0.0069508,              0.0069508,              0.0069508
                    156,                0.74769,                0.40617,                0.95047,                0.88911,                0.85065,                0.89105,                0.58715,                0.87588,                0.40734,                0.96634,               0.006931,               0.006931,               0.006931
                    157,                0.74645,                0.40365,                0.95068,                0.88928,                0.84977,                0.89185,                0.58836,                0.87438,                0.40662,                0.96591,              0.0069112,              0.0069112,              0.0069112
                    158,                0.73826,                0.39985,                0.94858,                0.88919,                0.84847,                0.89234,                0.59025,                0.87505,                0.40736,                0.96646,              0.0068914,              0.0068914,              0.0068914
                    159,                0.73674,                0.39845,                0.94488,                0.88845,                0.84802,                0.89885,                0.59164,                 0.8739,                 0.4076,                0.96615,              0.0068716,              0.0068716,              0.0068716
                    160,                0.74292,                0.40397,                0.95644,                0.88784,                0.84744,                0.89318,                0.58972,                0.87385,                0.40647,                0.96648,              0.0068518,              0.0068518,              0.0068518
                    161,                0.73607,                 0.4005,                0.94971,                 0.8874,                0.84736,                0.89947,                0.59236,                0.87364,                0.40682,                0.96681,               0.006832,               0.006832,               0.006832
                    162,                0.73281,                0.39845,                 0.9553,                0.88376,                0.85076,                0.89409,                 0.5932,                0.87429,                0.40714,                0.96694,              0.0068122,              0.0068122,              0.0068122
                    163,                0.74381,                0.39962,                0.94486,                  0.876,                0.85225,                0.89443,                0.59127,                0.87425,                0.40646,                0.96698,              0.0067924,              0.0067924,              0.0067924
                    164,                0.73425,                0.39912,                0.94446,                0.87359,                0.85418,                0.89459,                0.59184,                0.87455,                0.40933,                0.96647,              0.0067726,              0.0067726,              0.0067726
                    165,                0.71815,                0.39453,                 0.9407,                0.87443,                 0.8553,                0.89443,                  0.594,                 0.8752,                0.41074,                0.96635,              0.0067528,              0.0067528,              0.0067528
                    166,                0.73243,                0.39904,                0.93988,                0.87496,                0.85617,                0.89443,                0.59332,                0.87497,                0.40922,                0.96645,               0.006733,               0.006733,               0.006733
                    167,                0.72194,                0.39357,                0.94488,                0.87508,                0.85753,                 0.8952,                0.59313,                0.87495,                0.40955,                0.96653,              0.0067132,              0.0067132,              0.0067132
                    168,                0.71593,                0.38597,                0.94202,                0.87545,                0.85879,                0.89524,                0.59216,                0.87564,                0.41003,                0.96617,              0.0066934,              0.0066934,              0.0066934
                    169,                 0.7183,                0.39206,                0.94191,                 0.8751,                0.85919,                0.89538,                0.59264,                0.87528,                0.40867,                0.96627,              0.0066736,              0.0066736,              0.0066736
                    170,                0.71855,                0.38401,                0.94199,                0.87265,                0.86239,                0.89444,                0.59187,                0.87538,                0.40805,                0.96643,              0.0066538,              0.0066538,              0.0066538
                    171,                0.72235,                0.39051,                0.93647,                 0.8727,                0.86208,                 0.8955,                0.59346,                0.87596,                 0.4074,                0.96641,               0.006634,               0.006634,               0.006634
                    172,                0.72763,                0.38977,                0.94477,                0.87154,                0.86271,                0.89564,                0.59357,                0.87588,                0.40727,                0.96649,              0.0066142,              0.0066142,              0.0066142
                    173,                0.71191,                 0.3824,                0.94475,                0.87652,                0.85765,                0.89578,                0.59431,                0.87594,                0.40753,                0.96673,              0.0065944,              0.0065944,              0.0065944
                    174,                0.71467,                0.39924,                0.94011,                0.87777,                0.85864,                0.89858,                0.59569,                0.87647,                0.40747,                0.96699,              0.0065746,              0.0065746,              0.0065746
                    175,                0.70884,                0.38804,                0.94118,                0.87747,                0.85882,                0.89792,                0.59305,                0.87641,                0.40747,                0.96715,              0.0065548,              0.0065548,              0.0065548
                    176,                0.70611,                 0.3786,                 0.9336,                0.87731,                0.85873,                0.89848,                0.59494,                 0.8769,                0.40846,                0.96673,               0.006535,               0.006535,               0.006535
                    177,                0.71123,                0.38418,                0.94009,                0.87714,                0.85851,                0.89884,                0.59332,                0.87661,                0.40807,                0.96701,              0.0065152,              0.0065152,              0.0065152
                    178,                 0.7088,                0.37938,                0.93578,                0.87596,                  0.858,                0.89901,                0.59558,                0.87697,                 0.4075,                0.96677,              0.0064954,              0.0064954,              0.0064954
